#redshift I_CII[Jy/sr] I_CO10[Jy/sr] I_CO21[Jy/sr] I_CO32[Jy/sr] I_CO43[Jy/sr] I_CO54[Jy/sr] I_CI10[Jy/sr] I_CI21[Jy/sr]
3.9000000000000004 1598.461026428798 5.784321523606006 31.219781851347662 73.23115405183931 117.8609035287275 147.2536850462428 38.63378632082158 82.36051046867973
4.0 1486.6260223207107 5.2090454847258325 28.296041478147735 66.66727785476665 107.72175459483456 135.1713797116514 36.31140530675437 78.13023515478022
4.1000000000000005 1347.450736718671 4.633880366948977 25.315043467208536 59.90876634440578 97.28090449638589 122.91468483614405 33.540094503279896 72.91895456722162
4.2 1215.268574872938 4.1086701626842315 22.549310293668714 53.564445408969945 87.3616787014196 111.07287035400125 30.633886197527552 67.22455687125041
4.3 1092.632343254528 3.6332786527903034 20.038411408643952 47.77909164495369 78.24861690366627 100.05952460036194 27.927521352764987 61.78850017636905
4.4 997.2214295076121 3.253759476333274 18.023378926592994 43.127647832379616 70.91951318434425 91.20606009882637 25.785519942955734 57.5278992438028
4.5 908.2546116549103 2.8935034035560308 16.098853625235698 38.6615210991032 63.832886905171186 82.55384336220526 23.803553542471857 53.58520133494209
4.6000000000000005 808.0816171688278 2.579026232719726 14.446997300145163 34.85293975984427 57.79688842518003 75.15020865470538 21.533532229838244 48.945105764943705
4.7 734.5470794646402 2.343718854263889 13.184556961817696 31.90976316465242 53.11119158378337 69.39746221228584 19.690328807281087 45.09244851690179
4.800000000000001 665.9419594299397 2.1207995618820417 11.981064356923484 29.08443360275471 48.56803755167707 63.736823651121824 17.904057168324986 41.25809300775591
4.9 589.7968977784308 1.8829644241628054 10.70934265095279 26.117414679059724 43.8092633890242 57.803566339859266 16.191622576868326 37.725713306977944
5.0 536.7429392879103 1.699180473761049 9.698727160261289 23.708717466319218 39.8644317315547 52.7629966093907 14.701790632582382 34.42629861662973
5.1000000000000005 470.05192671574594 1.493658727126378 8.578768399863943 21.053340095387206 35.524099812900154 47.20926406741033 13.203352338495213 31.169340366748386
5.2 418.75784939526704 1.329914808694762 7.659358479869182 18.83108287150578 31.83353070199375 42.4067281238683 11.738201813087668 27.81195055489779
5.300000000000001 366.93718998027884 1.1620049160778863 6.736971194208479 16.627731683602022 28.192746298181753 37.67537573724504 10.534863243893003 25.150617596223793
5.4 325.30927162451 1.0277200947093916 5.981942186350181 14.799653225987724 25.145494813288845 33.68382947186572 9.415657393270223 22.592837632560343
5.5 287.28210643176004 0.9037014750215375 5.286479185663086 13.1170358043182 22.33547511575418 29.98764922626857 8.413421779241617 20.305434084136863
5.6000000000000005 251.07967627132024 0.7927380993541262 4.655844532510008 11.580588520886296 19.76599548236146 26.617057306684213 7.438824652436461 18.03579507848343
5.7 219.97260071649254 0.6952419527983447 4.105354172105301 10.243800151818451 17.528743714120054 23.669089544204514 6.6423037198447314 16.202128619098456
5.800000000000001 195.9424699559847 0.619172252815128 3.671778800825831 9.186752551941005 15.758066754049686 21.337268507383534 5.976543236788717 14.654928447028915
5.9 170.77826443080193 0.5404396515365865 3.2138451049499634 8.053935995598552 13.835960250093038 18.770762194028354 5.223623896105758 12.859564148509095
6.0 150.65282196910488 0.47369854040983306 2.8304658932954103 7.112302160431864 12.24139751376435 16.63744182517347 4.655125565041132 11.51123111870106
6.1000000000000005 135.04732310175868 0.4223526655661338 2.5350165331162486 6.386146809567412 11.014798288492576 15.003606941070755 4.212341305450968 10.473868090444256
6.2 117.41201206316758 0.3634214214523055 2.1933953158255264 5.540364940158457 9.571197126535969 13.052531892487078 3.707198424854031 9.26445506653036
6.300000000000001 103.91968636355834 0.3222651155352658 1.950998388496206 4.937019143746389 8.5444579700296 11.67748308957753 3.294083504252841 8.26576461915539
6.4 91.34496669700228 0.2800904029844763 1.7060040015517646 4.330894772634072 7.510926461302813 10.282272181304686 2.9431968392091767 7.4316311995293525
6.5 81.16418767600351 0.24933980760706648 1.5219111052888847 3.869211050356507 6.722195794725249 9.22284937153805 2.620535151227304 6.640774602182009
6.6000000000000005 71.60513156664788 0.21652980533780555 1.329885616367105 3.3917639082906335 5.903676560754684 8.110077374387439 2.3375967796949775 5.959046180463518
6.7 62.97711717030304 0.18845949474435253 1.162745001160362 2.9716729979865453 5.178171434020614 7.118378074971087 2.0682990105971357 5.291039679502985
6.800000000000001 56.02880133206439 0.16671129697064865 1.0315512573742232 2.6404558326716403 4.607566463827677 6.343243700494783 1.8416164693531238 4.729071392611094
6.9 49.30667943098923 0.14490505790798702 0.901083302809559 2.3127014599817213 4.042749737594145 5.5733071340981795 1.634950852322321 4.216795404399314
7.0 43.47554478478043 0.1274139353305652 0.7952481887558279 2.045483153670656 3.582316052548051 4.949055542184376 1.4508480128524688 3.761453463055291
7.1000000000000005 38.2244887678099 0.11126800863289811 0.6963636060729353 1.7935949103229931 3.143974910950666 4.347717249696363 1.2791826331574432 3.3254426606294243
7.2 33.86100881436217 0.0977137351589365 0.6142125573793809 1.585355984703681 2.782119614925076 3.8511474466180906 1.1427043050477619 2.9784015304599274
7.300000000000001 29.947737475053252 0.08659066576046473 0.5442371583775618 1.4053841772337619 2.4690453697645105 3.424061440732217 1.005642985567033 2.6267167055172385
7.4 26.088500514369507 0.07466833829627628 0.47228591848386675 1.223440305310549 2.1527149466626168 2.988377111520102 0.8882722102736599 2.3313572049277407
7.5 23.122128224200992 0.06538495011473637 0.4147822880764193 1.0758557490436658 1.8942447088847605 2.631020595967421 0.7867107803949145 2.0682292733468577
7.6000000000000005 19.735193049882383 0.05585884789882299 0.35563922512214763 0.9242273457934158 1.6296090363005302 2.267074624507434 0.6759929208617111 1.7841310815322848
7.7 17.462839124771882 0.04922773261904091 0.31417959682443014 0.8175235334103688 1.4426566070530757 2.0087009675568153 0.5964782107409345 1.577050639445379
7.800000000000001 15.567443732893475 0.04345480617760694 0.27785921988018636 0.7239447979299108 1.279226029530577 1.784362017025747 0.5325316194122848 1.4131610294520471
7.9 13.694747952180256 0.03784437984954418 0.24323208054691783 0.6353688555679339 1.1242514443251714 1.5695615530118474 0.4723500663960955 1.2576009074827053
8.0 12.00468617014591 0.03280472005260427 0.2112757948255984 0.5522350256639381 0.9772393208434376 1.3644430980980504 0.4116430232177641 1.0973487574412455
8.1 10.481585281152123 0.028432753049236436 0.18348891447461554 0.4801836428847084 0.850515323738186 1.1885396238625756 0.3595741011974903 0.9608296271264622
8.200000000000001 9.202660462102854 0.024930000819344298 0.16104936808027595 0.4217385820141141 0.7476900240243224 1.0463528148807517 0.3143867435135003 0.8431061604210056
8.3 8.140913361541047 0.02182480120737224 0.14135589679911534 0.37055862863231576 0.657168420486957 0.9196175593554077 0.27752825512832474 0.7446508386744186
8.4 7.021122809451138 0.01857624485184511 0.12077629764117477 0.31703099283554925 0.562347102113844 0.7867168412410478 0.23927523899915332 0.6437331175372709
8.5 6.228189913625138 0.016260060098812503 0.1060385240421155 0.27890612172195145 0.49553533015246654 0.6943608432762104 0.21306385292445215 0.5752780620223659
8.6 5.467765760125119 0.014192174119217749 0.09276989093875354 0.24437441594221132 0.43476066186666795 0.6100929932742936 0.18759242231136253 0.5082502024911146
8.700000000000001 4.796067430918815 0.012331133567846762 0.08076007247459009 0.21296352189776235 0.37918522335097016 0.5324990861062782 0.1639755652460191 0.4453979711588636
8.8 4.114551617068625 0.010394507581438799 0.06839176074278155 0.1806503979469396 0.32172639260716274 0.4515781879039731 0.14035491938537517 0.3820369934063113
8.9 3.587595664339904 0.009001745247439946 0.059306116142334254 0.15675623557783575 0.2792965522464731 0.39219093417727796 0.12153485235123525 0.3314191072067951
9.0 3.1793950894415555 0.007926965659149736 0.05217157972998914 0.13780543097118458 0.24546493320606147 0.3447633064846817 0.10616271234690211 0.2893315684356901
9.1 2.7769190765561924 0.006804433461835442 0.04511360504634135 0.11949896344356181 0.21295961415865933 0.29879552229961726 0.09396840355707257 0.25685725806947574
9.200000000000001 2.4016028009022006 0.005869068043680832 0.038977484985608504 0.10329944845829117 0.18408662849899815 0.2582019216440204 0.08148761543013541 0.22280807133350936
9.3 2.103825545461767 0.005135293911999829 0.03417740871802886 0.09069761656750262 0.1617645290298119 0.22699405474195222 0.07202153161371318 0.19717346533471544
9.4 1.861909747534194 0.004491699962019522 0.030010819572876983 0.07970420307518301 0.14201820515353789 0.1988509504847398 0.0636881409957679 0.1740859590730966
9.5 1.6635470076206982 0.00402104567286869 0.026877163730822082 0.07140643864313244 0.12727050405221324 0.17824012090099575 0.05711219075419787 0.15620947715829042
9.600000000000001 1.426457327067007 0.0034230595293749957 0.02295974307541906 0.06104931201510103 0.10874862425435128 0.15207560255825645 0.04900994939775013 0.13397778307246502
9.700000000000001 1.2173800675294866 0.00292191350202989 0.01964033923884029 0.052288662152642 0.09323296415298589 0.13049244500602253 0.04226873605404873 0.11590463377817407
9.8 1.0681178724078562 0.0025604732935674305 0.01723084266102261 0.04587433451609661 0.08173711410341603 0.11425249927983469 0.03694411076784604 0.10118382125906503
9.9 0.9463617806096453 0.0022349776404207325 0.015110187164966222 0.04029845708837506 0.0718081751494814 0.10026670643367494 0.032883579080587415 0.09011202689676649
10.0 0.8204986419585685 0.0019400082154654313 0.013112587250630863 0.03494840062760525 0.06222347614900517 0.08680030340289452 0.02840254028537073 0.07775218750495551
